"URL","Name","Roaster","Rating","Roaster Location","Coffee Origin","Roast Level","Agtron","Est. Price","Review Date","Aroma","Acidity/Structure","Body","Flavor","Aftertaste","With Milk","Acidity"
"https://www.coffeereview.com/review/the-secret-of-colombia/","The Secret of Colombia","Coffeebox Coffee","92","Taipei, Taiwan","Costa Rica; Colombia","Light","70/91","NT $390/227 grams","February 2025","9","9","8","9","7",NA,NA
"https://www.coffeereview.com/review/ethiopia-coffee-lamp-series-worka-natural-g1/","Ethiopia Coffee Lamp Series Worka Natural G1","Coffeebox Coffee","92","Taipei, Taiwan","Gedeb District, Gedeo Zone, southern Ethiopia","Light","62/86","NT $380/227 grams","February 2025","8","8","9","9","8",NA,NA
"https://www.coffeereview.com/review/guatemala-la-minita-la-flor-peaberry-washed/","Guatemala La Minita La Flor Peaberry Washed","Coffeebox Coffee","91","Taipei, Taiwan","Antigua Department, Guatemala","Medium-Light","54/70","NT $320/227 grams","February 2025","8","8","8","9","8",NA,NA
"https://www.coffeereview.com/review/forty-six/","Forty-Six","Counter Culture Coffee","93","Durham, North Carolina","Guatemala; Ethiopia","Medium","52/65","$19.50/12 ounces","February 2025","9","8","9","9","8",NA,NA
"https://www.coffeereview.com/review/rwanda-murundo-peoples-farm/","Rwanda Murundo People’s Farm","Intelligentsia Coffee","92","Chicago, Illinois","Ghiombo, Nyamasheke District, Western Province, Rwanda","Light","76/105","$23.00/12 ounces","February 2025","9","8","8","9","8",NA,NA
"https://www.coffeereview.com/review/kenya-11/","Kenya","Whole Foods Market","92","Denver, Colorado","Kenya","Medium-Light","58/75","$14.99/12 ounces","February 2025","9","8","8","9","8",NA,NA
"https://www.coffeereview.com/review/santafe-colombia/","Santafé Colombia","Counter Culture Coffee","91","Durham, North Carolina","Santafé, Nariño Department, Colombia","Light","62/84","$23.00/12 ounces","February 2025","8","8","9","9","7",NA,NA
"https://www.coffeereview.com/review/ethiopia-5/","Ethiopia","Whole Foods Market","90","Denver, Colorado","Ethiopia","Medium-Light","57/72","$14.99/12 ounces","February 2025","8","8","8","9","7",NA,NA
"https://www.coffeereview.com/review/ethiopia-yirgacheffe-29/","Ethiopia Yirgacheffe","La Colombe","90","Philadelphia, Pennsylvania","Yirgacheffe growing region, south-central Ethiopia","Medium-Light","55/70","$18.00/12 ounces","February 2025","8","8","8","8","8",NA,NA
"https://www.coffeereview.com/review/ethiopia-kirite/","Ethiopia Kirite","Intelligentsia Coffee","89","Chicago, Illinois","Guji Zone, southern Ethiopia","NA","/","$31.00/12 ounces","February 2025","8","8","8","8","7",NA,NA
"https://www.coffeereview.com/review/colombia-san-roque/","Colombia San Roque","La Colombe","89","Philadelphia, Pennsylvania","Huila Department, Colombia","Light","66/88","$21.00/12 ounces","February 2025","8","7","8","8","8",NA,NA
"https://www.coffeereview.com/review/sumatra-17/","Sumatra","Peet's Coffee & Tea","87","Berkeley, California","Sumatra, Indonesia","Medium-Dark","38/47","$19.95/16 ounces","February 2025","7","7","8","8","7",NA,NA
"https://www.coffeereview.com/review/ethiopia-fancy/","Ethiopia Fancy","Peet's Coffee & Tea","87","Berkeley, California","Ethiopia","Medium-Dark","39/46","$19.95/16 ounces","February 2025","8","7","7","8","7",NA,NA
"https://www.coffeereview.com/review/sumatra-16/","Sumatra","Starbucks Coffee","82","Seattle, Washington","Sumatra, Indonesia","Dark","34/40","$9.99/12 ounces","February 2025","6","6","7","7","6",NA,NA
"https://www.coffeereview.com/review/pikes-place-roast/","Pike’s Place Roast","Starbucks Coffee","78","Seattle, Washington","Latin America","Dark","36/42","$9.99/12 ounces","February 2025","6","5","6","6","5",NA,NA
"https://www.coffeereview.com/review/colombia-san-martin-bourbon-aji-star-fruit-peach-honey/","Colombia San Martin Bourbon Aji Star Fruit Peach Honey","GK Coffee","95","Yilan, Taiwan","Huila Department, Colombia","Light","64/88","NT $650/200 grams","February 2025","9","9","9","9","9",NA,NA
"https://www.coffeereview.com/review/taiwan-coe-3-alishan-zhou-zhu-yuan-geisha-natural/","Taiwan COE #3 Alishan Zhou Zhu Yuan Geisha Natural","GK Coffee","94","Yilan, Taiwan","Alishan, Taiwan","Light","62/80","NT $2,700/100 grams","February 2025","9","9","9","9","8",NA,NA
"https://www.coffeereview.com/review/taiwan-coe9-alishan-zhuo-wu-farm-geisha-honey/","Taiwan COE#9 Alishan Zhuo Wu Farm Geisha Honey","GK Coffee","92","Yilan, Taiwan","Alishan, Taiwan","Light","62/82","NT $1,800/100 grams","February 2025","8","9","9","9","7",NA,NA
"https://www.coffeereview.com/review/las-margaritas-colombia-sudan-rume-natural/","Las Margaritas Colombia Sudan Rume Natural","JBC Coffee Roasters","95","Madison, Wisconsin","Caicendonia, Valle Del Cauca, Cauca Department, Colombia","Light","62/86","$25.00/8 ounces","February 2025","9","9","9","9","9",NA,NA
"https://www.coffeereview.com/review/yabitu-koba-ethiopia-2/","Yabitu Koba Ethiopia","JBC Coffee Roasters","95","Madison, Wisconsin","Guji Zone, Oromia Region, southern Ethiopia","Medium-Light","58/78","$23.00/12 ounces","February 2025","9",NA,"9","9","9","9",NA
"https://www.coffeereview.com/review/pantan-musara-sumatra-4/","Pantan Musara Sumatra","JBC Coffee Roasters","94","Madison, Wisconsin","Aceh Province, Sumatra, Indonesia","Medium-Light","57/80","$23.00/12 ounces","February 2025","9","8","9","9","9",NA,NA
"https://www.coffeereview.com/review/ethiopia-yirgacheffe-misty-valley-aricha-washed-g1/","Ethiopia Yirgacheffe Misty Valley Aricha Washed G1","Buon Caffe","94","Taipei, Taiwan","Yirgacheffe growing region, south-central Ethiopia","Light","65/93","NT $339/8 ounces","February 2025","9","9","9","9","8",NA,NA
"https://www.coffeereview.com/review/kenya-kirinyaga-karimikui-factory-aa-top-washed/","Kenya Kirinyaga Karimikui Factory AA TOP Washed","Buon Caffe","93","Taipei, Taiwan","Kirinyaga District, south-central Kenya","Light","62/82","NT $399/8 ounces","February 2025","8","9","9","9","8",NA,NA
"https://www.coffeereview.com/review/ethiopia-guji-uraga-raro-washed-g1/","Ethiopia Guji Uraga Raro Washed G1","Buon Caffe","93","Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia","Light","68/90","NT $329/8 ounces","February 2025","9","9","8","9","8",NA,NA
"https://www.coffeereview.com/review/dembi-ethiopia-natural/","Dembi Ethiopia Natural","JBC Coffee Roasters","93","Madison, Wisconsin","Sidamo growing region, southern Ethiopia","Medium-Light","60/77","$22.00/12 ounces","February 2025","9","8","9","9","8",NA,NA
"https://www.coffeereview.com/review/ethiopia-sidamo-assefa-74110-natural/","Ethiopia Sidamo Assefa 74110 Natural","Buon Caffe","93","Taipei, Taiwan","Sidamo growing region, southern Ethiopia","Light","66/89","NT $349/8 ounces","February 2025","9","8","9","9","8",NA,NA
"https://www.coffeereview.com/review/ethiopia-guji-uraga-tabe-burka-g1-washed/","Ethiopia Guji Uraga Tabe Burka G1 Washed","Buon Caffe","92","Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia","Light","62/81","NT $299/8 ounces","February 2025","8","8","9","9","8",NA,NA
"https://www.coffeereview.com/review/ethiopia-guji-hambela-red-honey-g1/","Ethiopia Guji Hambela Red Honey G1","Buon Caffe","92","Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia","Light","61/85","NT $349/8 ounces","February 2025","8","8","9","9","8",NA,NA
"https://www.coffeereview.com/review/nicaragua-la-estrella-washed/","Nicaragua La Estrella Washed","Buon Caffe","92","Taipei, Taiwan","Nueva Segovia, Nicaragua","Medium-Light","59/81","NT $299/8 ounces","February 2025","9","8","8","9","8",NA,NA
"https://www.coffeereview.com/review/el-salvador-lenca-pacas-bourbon-washed/","El Salvador Lenca Pacas-Bourbon Washed","Buon Caffe","91","Taipei, Taiwan","Ahuachapán growing region, El Salvador","Light","64/84","NT $299/8 ounces","February 2025",NA,"8","9","8","8",NA,NA
"https://www.coffeereview.com/review/colombia-jose-ignacio-gomez-washed/","Colombia Jose Ignacio Gomez Washed","Buon Caffe","90","Taipei, Taiwan","Nariño Department, Colombia","Light","64/80","NT $399/8 ounces","February 2025","8","8","8","9","7",NA,NA
"https://www.coffeereview.com/review/guatemala-el-soccoro-maracaturra-washed/","Guatemala El Soccoro Maracaturra Washed","Bear Lake Coffee","94","Baronett, Wisconsin","Palencia, Guatemala Department, Guatemala","Medium-Light","60/78","$20.00/12 ounces","February 2025","9","9","9","9","8",NA,NA
"https://www.coffeereview.com/review/el-salvador-dehydrated-honey-hybrid-1/","El Salvador Dehydrated Honey Hybrid 1","Bear Lake Coffee","93","Baronett, Wisconsin","Apaneca-Ilamatepec growing region, El Salvador","Light","60/82","$20.00/12 ounces","February 2025","9","8","9","9","8",NA,NA
"https://www.coffeereview.com/review/black-espresso/","Black Espresso","CMYK Coffee","93","$12.75/12 ounces","Not disclosed","Medium","46/64","$12.75/12 ounces","February 2025","9",NA,"8","9","8","9",NA
"https://www.coffeereview.com/review/ethiopia-sidama-bensa-alo-single-variety-74158-natural/","Ethiopia Sidama Bensa Alo Single Variety 74158 Natural","Taster's Coffee","94","New Taipei City, Taiwan","Sidamo growing region, southern Ethiopia","Light","66/88","NT $840/113 grams","February 2025","9","9","9","9","8",NA,NA
"https://www.coffeereview.com/review/el-salvador-loma-la-gloria-unicorn-natural/","El Salvador Loma La Gloria Unicorn Natural","Old World Coffee Roasters","95","Reno, Nevada","El Bálsamo, Quetzaltepec growing region, El Salvador","Light","64/88","$29.00/10 ounces","February 2025","9","9","9","9","9",NA,NA
"https://www.coffeereview.com/review/costa-rica-las-lajas-sl-28-natural/","Costa Rica Las Lajas SL-28 Natural","Durango Coffee Company","94","Durango, Colorado","Sabanilla de Alajuela growing region, Costa Rica","Light","58/84","$30.00/12 ounces","January 2025","9","8","9","9","9",NA,NA
"https://www.coffeereview.com/review/ethiopia-faysel-abdosh/","Ethiopia Faysel Abdosh","Utopian Coffee","94","Fort Wayne, Indiana","Chericho, Sidamo growing region, Ethiopia","Light","64/88","$20.00/12 ounces","January 2025","9","9","9","9","8",NA,NA
"https://www.coffeereview.com/review/kenya-kii-2/","Kenya Kii","Chuck's Roast","94","San Diego, California","Kirinyaga County, Kenya","Medium-Light","58/82","$26.00/250 grams","January 2025","9","9","9","9","8",NA,NA
"https://www.coffeereview.com/review/nicaragua-procafe-regenerative-organic-certified/","Nicaragua Procafe Regenerative-Organic Certified","Utopian Coffee","93","Fort Wayne, Indiana","San Juan del Rio Coco, Nicaragua","Medium","51/69","$20.00/12 ounces","January 2025","9","8","9","9","8",NA,NA
"https://www.coffeereview.com/review/ethiopia-guji-bishala-g1-red-honey/","Ethiopia Guji Bishala G1 Red Honey","Dou Zhai Coffee & Roastery","94","Taichung, Taiwan","Guji Zone, Oromia region, southern Ethiopia","Medium-Light","58/80","NT $460/8 ounces","January 2025","9","8","9","9","8",NA,NA
"https://www.coffeereview.com/review/ethiopia-sidama-bensa-shantawene-gatta-kenean-dukamo-anaerobic-natural-g1/","Ethiopia Sidama Bensa Shantawene Gatta Kenean Dukamo Anaerobic Natural G1","Dou Zhai Coffee & Roastery","94","Taichung, Taiwan","Bensa district, Sidama Zone, southern Ethiopia","Light","66/89","NT $720/8 ounces","January 2025","9","9","9","9","8",NA,NA
"https://www.coffeereview.com/review/ethiopia-natural-guji-shakiso-anasora-g1/","Ethiopia Natural Guji Shakiso Anasora G1","Dou Zhai Coffee & Roastery","93","Taichung, Taiwan","Guji Zone, Oromia Region, southern Ethiopia","Light","65/90","NT $420/8 ounces","January 2025",NA,"8","9","9","8",NA,NA
"https://www.coffeereview.com/review/ethiopia-more-floral-white-honey/","Ethiopia More Floral White Honey","Kafe Coffee Roastery","93","Zhubei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia","Light","62/82","NT $149/100 grams","January 2025","9","9","8","9","8",NA,NA
"https://www.coffeereview.com/review/ethiopia-sidamo-arbegona-oloroso-station-74158-top-grade-1-yellow-honey/","Ethiopia Sidamo Arbegona OLOROSO Station 74158 TOP GRADE 1 Yellow Honey","Dou Zhai Coffee & Roastery","93","Taichung, Taiwan","Sidamo growing Region, southern Ethiopia","Light","64/88","$NT $440/8 ounces","January 2025","9","8","9","9","8",NA,NA
"https://www.coffeereview.com/review/drc-mukwinja/","DRC Mukwinja","Utopian Coffee","92","Fort Wayne, Indiana","Kalehe, South Kivu growing region, Democratic Republic of Congo","Medium-Light","52/70","$19.00/12 ounces","January 2025","8","8","8","9","9",NA,NA
"https://www.coffeereview.com/review/colombia-huila-la-florida-natural-selective/","Colombia Huila La Florida Natural Selective","Dou Zhai Coffee & Roastery","93","Taichung, Taiwan","Huila Department, Colombia","Medium-Light","59/81","NT $480/8 ounces","January 2025","9","9","8","9","8",NA,NA
"https://www.coffeereview.com/review/honduras-comsa-station-natural-shg-ep/","Honduras Comsa Station Natural SHG EP","Kafe Coffee Roastery","92","Zhubei, Taiwan","Montecillos, Honduras","Medium-Light","57/73","NT $250/227 grams","January 2025","9",NA,"8","9","7","9",NA
"https://www.coffeereview.com/review/ethiopia-guji-hambela-natural-g1/","Ethiopia Guji Hambela Natural G1","Dou Zhai Coffee & Roastery","92","Taichung, Taiwan","Guji Zone, Oromia Region, southern Ethiopia","Light","66/92","NT $480/8 ounces","January 2025","9","8","8","9","8",NA,NA
"https://www.coffeereview.com/review/ethiopia-oromia-guji-uraga-kurume-top-grade-1-anaerobic-natural/","Ethiopia Oromia Guji Uraga Kurume TOP GRADE 1 Anaerobic Natural","Dou Zhai Coffee & Roastery","91","Taichung, Taiwan","Guji Zone, Oromia Region, southern Ethiopia","Light","63/83","NT $420/8 ounces","January 2025","8","8","9","9","7",NA,NA
"https://www.coffeereview.com/review/kenya-nyeri-hill-ab/","Kenya Nyeri Hill AB","Roadmap CoffeeWorks","96","Lexington, Virginia","Nyeri growing region, south-central Kenya","Medium-Light","58/82","$23.50/12 ounces","January 2025","9","9","9","10","9",NA,NA
"https://www.coffeereview.com/review/ethiopia-sidama-bombe-natural-2/","Ethiopia Sidama  Bombe Natural","Bargain Cafe","94","Taitung, Taiwan","Sidamo growing region, southern Ethiopia","Light","61/85","NT $350/200 grams","January 2025","9","8","9","9","9",NA,NA
"https://www.coffeereview.com/review/ethiopia-kayon-mountain-12/","Ethiopia Kayon Mountain","Roadmap CoffeeWorks","95","Lexington, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia","Light","64/88","$24.00/12 ounces","January 2025","9","9","9","9","9",NA,NA
"https://www.coffeereview.com/review/colombia-red-sunset/","Colombia Red Sunset","Roadmap CoffeeWorks","94","Lexington, Virginia","Santa Barbara, Antioquia Department, Colombia","Light","60/84","$27.00/12 ounces","January 2025","9","8","9","9","9",NA,NA
"https://www.coffeereview.com/review/encounter-passionfruit-orchard/","Encounter Passionfruit Orchard","Bargain Cafe","93","Taitung, Taiwan","Ethiopia; Honduras; Colombia","Light","64/88","NT $400/200 grams","January 2025","9","8","9","9","8",NA,NA
"https://www.coffeereview.com/review/kenya-starry-nights-fruitful-serenity/","Kenya Starry Night’s Fruitful Serenity","Bargain Cafe","93","Taitung, Taiwan","Kiambu County, Kenya","Light","60/86","NT $350/200 grams","January 2025","9","9","8","9","8",NA,NA
"https://www.coffeereview.com/review/espresso-giusto-blend/","Espresso Giusto Blend","Roadmap CoffeeWorks","93","Lexington, Virginia","Not disclosed","Medium-Light","52/74","$18.25/12 ounces","January 2025","8",NA,"9","9","8","9",NA
"https://www.coffeereview.com/review/blue-ridge-blend-3/","Blue Ridge Blend","Roadmap CoffeeWorks","92","Lexington, Virginia","Not disclosed","Medium","46/74","$17.50/12 ounces","January 2025","8","8","9","9","8",NA,NA
"https://www.coffeereview.com/review/ethiopia-gesha-village-lot-108/","Ethiopia Gesha Village Lot 108","modcup","94","Jersey City, New Jersey","Bench-Maji Zone, southern Ethiopia","Light","66/89","$30.00/50 grams","January 2025","9","9","8","9","9",NA,NA
"https://www.coffeereview.com/review/panama-geisha-vuelta-drd-natural-lot-gn-01/","Panama Geisha Vuelta DRD Natural Lot GN-01","Paradise Roasters","97","Hilo, Hawai’i Island, Hawai’i","Boquete growing region, western Panama","Light","64/88","$400.00/20 grams","January 2025","10","9","9","10","9",NA,NA
"https://www.coffeereview.com/review/panama-kaizen-lot-gw-01/","Panama Kaizen Lot GW-01","Paradise Roasters","96","Hilo, Hawai’i Island, Hawai’i","Boquete growing region, western Panama","Light","65/90","$400.00/20 grams","January 2025","9","9","9","10","9",NA,NA
"https://www.coffeereview.com/review/kona-geisha-champagne-natural-2/","Kona Geisha Champagne Natural","Paradise Roasters","95","Hilo, Hawai’i Island, Hawai’i","Hōlualoa, North Kona growing region, Hawai’i Island, Hawai’i","Light","64/88","$200.00/4 ounces","January 2025","9","9","9","9","9",NA,NA
"https://www.coffeereview.com/review/ethiopia-nano-genji-lot-8/","Ethiopia Nano Genji Lot #8","SkyTop Coffee","94","Manlius, New York","Agaro Gera, Jimma Zone, Oromia State, Ethiopia","Light","64/84","$22.00/12 ounces","January 2025","9","9","9","9","8",NA,NA
"https://www.coffeereview.com/review/colombia-hacienda-la-pradera-mokka/","Colombia Hacienda La Pradera Mokka","SkyTop Coffee","94","Manlius, New York","Santander Department, Colombia","Light","64/88","$42.00/12 ounces","January 2025","9","9","9","9","8",NA,NA
"https://www.coffeereview.com/review/kenya-crown-jewel-nyeri-ichamama/","Kenya Crown Jewel Nyeri Ichamama","SkyTop Coffee","93","Manlius, New York","Nyeri County, Central Province, Kenya","Medium-Light","59/79","$30.00/12 ounces","January 2025","8","9","9","9","8",NA,NA
"https://www.coffeereview.com/review/la-piragua-pink-bourbon-colombia/","La Piragua Pink Bourbon Colombia","JBC Coffee Roasters","94","Madison, Wisconsin","Palestina, Huila Department, Colombia","Light","62/84","$22.00/12 ounces","January 2025","9","9","9","9","8",NA,NA
"https://www.coffeereview.com/review/kenya-baragwi-guama/","Kenya Baragwi Guama","Utopian Coffee","94","Fort Wayne, Indiana","Guama Village, Kirinyaga County, Kenya","Medium-Light","60/78","$22.00/12 ounces","January 2025","9","9","8","9","9",NA,NA
"https://www.coffeereview.com/review/guatemala-punta-del-cerro/","Guatemala Punta del Cerro","Intuition Coffee","93","Peoria, Illinois","La Libertad, Huehuetenango Department, Guatemala","Medium-Light","58/77","$22.00/12 ounces","January 2025","9","9","8","9","8",NA,NA
"https://www.coffeereview.com/review/ethiopia-washed-uraga-more-floral-kurume-espresso/","Ethiopia Washed Uraga More Floral Kurume Espresso","Kakalove Cafe","95","Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia","Medium-Light","58/79","NT $270/8 ounces","January 2025","9",NA,"9","9","9","9",NA
"https://www.coffeereview.com/review/ethiopia-natural-sidama-alo-village-fl/","Ethiopia Natural Sidama ALO Village FL","Kakalove Cafe","95","Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia","Light","62/84","NT $480/4 ounces","January 2025","9","9","9","9","9",NA,NA
"https://www.coffeereview.com/review/ethiopia-washed-sidama-bura-karamo-74158/","Ethiopia Washed Sidama Bura Karamo 74158","Kakalove Cafe","95","Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia","Light","64/84","NT $320/8 ounces","January 2025","9","9","8","10","9",NA,NA
"https://www.coffeereview.com/review/ethiopia-natural-guji-hambella-wamena-buku-g1/","Ethiopia Natural Guji Hambella Wamena Buku G1","Kakalove Cafe","94","Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia","Light","64/88","NT $320/8 ounces","January 2025","9","8","9","9","9",NA,NA
"https://www.coffeereview.com/review/ethiopia-natural-sidama-niguse-gemeda-74158/","Ethiopia Natural Sidama Niguse Gemeda 74158","Kakalove Cafe","93","Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia","Light","60/82","NT $320/8 ounces","January 2025","9","8","9","9","8",NA,NA
"https://www.coffeereview.com/review/guatemala-naranjas-nadando/","Guatemala Naranjas Nadando","PT's Coffee Roasting Co.","95","Topeka, Kansas","Huehuetenango, Guatemala","Light","62/84","$22.00/10 ounces","January 2025","9","9","9","9","9",NA,NA
"https://www.coffeereview.com/review/songstress-geisha/","Songstress Geisha","Heat Coffee","95","Taipei, Taiwan","Bench-Maji Zone, southern Ethiopia","Light","64/86","NT $370/8 ounces","January 2025","9","9","9","9","9",NA,NA
"https://www.coffeereview.com/review/narcissus/","Narcissus","Heat Coffee","93","Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia","Light","62/80","NT $320/8 ounces","January 2025","9","9","8","9","8",NA,NA
"https://www.coffeereview.com/review/top-mandheling-and-brazil-blend/","Top Mandheling and Brazil Blend","Ba Yang","91","New Taipei City, Taiwan","Indonesia; Brazil","Medium-Light","61/80","NT $210/16 ounces","January 2025","8","8","9","8","8",NA,NA
"https://www.coffeereview.com/review/venture-coffee-blend/","Venture Coffee Blend","Heat Coffee","91","Taipei, Taiwan","Ethiopia; Brazil","Medium-Light","59/78","NT $179/8 ounces","January 2025","8","8","9","9","7",NA,NA
"https://www.coffeereview.com/review/ethiopia-gesha-village-surma-1931-mossto-anaerobic-honey/","Ethiopia Gesha Village Surma 1931 Mossto Anaerobic Honey","Bear Lake Coffee","95","Baronett, Wisconsin","Bench-Maji Zone, southern Ethiopia","Light","62/84","$40.00/6 ounces","January 2025","9","9","9","9","9",NA,NA
"https://www.coffeereview.com/review/some-serious-gourmet-sht-sumatra-mandheling-natural/","Some Serious Gourmet Sh*t Sumatra Mandheling Natural","Mortem Labs","93","Norfolk, Virginia","Lintong growing region, North Sumatra, Indonesia","Medium-Light","59/79","$16.99/12 ounces","January 2025","9","8","9","9","8",NA,NA
"https://www.coffeereview.com/review/panama-bambito-estate-geisha/","Panama Bambito Estate Geisha","Mostra Coffee","95","San Diego, California","Volcan Baru, Boquete growing region, Panama","Light","64/88","$38.75/4 ounces","December 2024","9","9","9","9","9",NA,NA
"https://www.coffeereview.com/review/colombia-efren-echeverry/","Colombia Efren Echeverry","Utopian Coffee","94","Fort Wayne, Indiana","Pitalito, Huila Department, Colombia","Light","62/84","$25.00/12 ounces","December 2024","9","9","9","9","8",NA,NA
"https://www.coffeereview.com/review/fincas-las-moritas-pacamara-amarillo/","Fincas Las Moritas Pacamara Amarillo","El Gran Cafe","93","Antigua Guatemala, Guatemala","San Antonio La Paz, El Progreso Department, Guatemala","Medium-Light","60/78","$24.00/12 ounces","December 2024","9","8","9","9","8",NA,NA
"https://www.coffeereview.com/review/ethiopia-sidama-bensa-hamasho-washed-g1-74158/","Ethiopia Sidama Bensa Hamasho Washed G1 74158","Libero Coffee","93","Taipei, Taiwan","Sidamo growing region, southern Ethiopia","Light","64/88","NT $440/8 ounces","December 2024","9","9","8","9","8",NA,NA
"https://www.coffeereview.com/review/costa-rica-aquiares-esperanza/","Costa Rica Aquiares Esperanza","The Westside Coffee Company","92","Logan, Utah","Turrialba growing region, Costa Rica","Medium-Light","59/79","$15.95/12 ounces","December 2024","8","8","9","9","8",NA,NA
"https://www.coffeereview.com/review/hong-kong-day-nutty-blend/","Hong Kong Day Nutty Blend","Coffee By The Grand","93","Hong Kong, China","Brazil; Colombia; Indonesia","Medium-Light","52/75","HK $150/100 grams","December 2024","9",NA,"8","9","8","9",NA
"https://www.coffeereview.com/review/hong-kong-night-fruity-blend/","Hong Kong Night Fruity Blend","Coffee By The Grand","92","Hong Kong, China","Colombia; Ethiopia; Guatemala","Medium-Light","55/78","HK $150/100 grams","December 2024","8",NA,"8","9","8","9",NA
"https://www.coffeereview.com/review/winter-solstice/","Winter Solstice","Mercurys Coffee Co.","92","Bellevue, Washington","Not disclosed","Medium","47/65","$18.95/12 ounces","December 2024","8",NA,"8","9","8","9",NA
"https://www.coffeereview.com/review/liberica-anaerobic-natural/","Liberica Anaerobic Natural","City Boy Coffee","90","Long Island City, New York","Vietnam","Light","70/86","$26.50/250 grams","December 2024","8","8","8","8","8",NA,NA
"https://www.coffeereview.com/review/pueo-blend/","Pueo Blend","Big Island Coffee Roasters","94","Mountain View, Hawai'i","Guatemala and other undisclosed origins","Medium-Light","50/77","$20.00/10 ounces","December 2024","9",NA,"9","9","8","9",NA
"https://www.coffeereview.com/review/wai-meli-morning/","Wai Meli Morning","Big Island Coffee Roasters","94","Mountain View, Hawai'i","Kona and Ka’u, Hawai’i; other undisclosed origins","Medium-Light","54/72","$30.00/10 ounces","December 2024","9",NA,"9","9","8","9",NA
"https://www.coffeereview.com/review/io-blend/","‘Io Blend","Big Island Coffee Roasters","93","Mountain View, Hawai'i","Guatemala; other undisclosed origins","Medium","47/72","$20.00/10 ounces","December 2024","9",NA,"8","9","8","9",NA
"https://www.coffeereview.com/review/palila-blend/","Palila Blend","Big Island Coffee Roasters","93","Mountain View, Hawai'i","Guatemala; other undisclosed origins","Medium-Light","60/77","$20.00/10 ounces","December 2024","8",NA,"9","9","8","9",NA
"https://www.coffeereview.com/review/bunny-kitty-blend/","Bunny Kitty Blend","Jaunt Coffee Roasters","93","San Diego, California","Kenya; Sumatra","Medium-Light","59/81","$29.00/8 ounces","December 2024","9","8","9","9","8",NA,NA
